Back/FrontRatio
0.352088190685545,0.361839864271854,0.37231489982952,0.37929793640516,0.403084363743435,0.408241656169866,0.411394099938886,0.396246324215899,0.376575991291363,0.363577777930166,0.357358531358217,0.352517442633229
