x,y,z,rearZ,mattype,rearMat,Wm2Front,Wm2Back,Back/FrontRatio
4.465811e-19,-0.003646612,0.9092415,0.8875758,a0.0.a2.4.0.cellPVmodule.6457,a0.0.a2.4.0.cellPVmodule.2310,127721.10000000002,17122.62,0.1340625774906215
