x,y,z,rearZ,mattype,rearMat,Wm2Front,Wm2Back,Back/FrontRatio
4.465811e-19,-0.003646612,0.9092415,0.8875758,a0.0.a2.4.0.cellPVmodule.6457,a0.0.a2.4.0.cellPVmodule.2310,137835.1,20469.32,0.1485058584605383
