x,y,z,rearZ,mattype,rearMat,Wm2Front,Wm2Back,Back/FrontRatio
4.465811e-19,-0.003646612,0.9092415,0.8875758,a0.0.a2.4.0.cellPVmodule.6457,a0.0.a2.4.0.cellPVmodule.2310,173025.3,14173.590000000002,0.08191628575753787
